"","Z","element","transition","transition.keV","intensity","width.eV","edge","edge.keV","fluorescence.yield","shell.filled","subshell.filled","shell.source","subshell.source","Siegbahn","Siegbahn.short","IUPAC.formatted","Siegbahn.formatted","uid"
"171",24,"Cr","L2N1",0.583,0.6,NA,"",NA,NA,"L","L2","N","N1","Lg5","Lg","$\mathrm{L}_2\mathrm{N}_1$","$\mathrm{L}\gamma_5$","24-Cr-L2N1"
"172",24,"Cr","L3M1",0.5,15.9,NA,"",NA,NA,"L","L3","M","M1","Ll","Ll","$\mathrm{L}_3\mathrm{M}_1$","$\mathrm{L}\ell$","24-Cr-L3M1"
"173",24,"Cr","L2M1",0.51,6.4,NA,"",NA,NA,"L","L2","M","M1","Ln","Ln","$\mathrm{L}_2\mathrm{M}_1$","$\mathrm{L}\eta$","24-Cr-L2M1"
"174",24,"Cr","",NA,NA,NA,"K",5.989,0.275,"","","","","","","$\mathrm{K}$","","24-Cr-K"
"175",24,"Cr","",NA,NA,NA,"L1",0.696,0.00071,"","","","","","","$\mathrm{L}_1$","","24-Cr-L1"
"176",24,"Cr","",NA,NA,NA,"L2",0.584,0.0037,"","","","","","","$\mathrm{L}_2$","","24-Cr-L2"
"177",24,"Cr","",NA,NA,NA,"L3",0.574,0.0037,"","","","","","","$\mathrm{L}_3$","","24-Cr-L3"
"178",24,"Cr","",NA,NA,NA,"M1",0.074,NA,"","","","","","","$\mathrm{M}_1$","","24-Cr-M1"
"179",24,"Cr","",NA,NA,NA,"M2",0.042,NA,"","","","","","","$\mathrm{M}_2$","","24-Cr-M2"
"180",24,"Cr","",NA,NA,NA,"M3",0.042,NA,"","","","","","","$\mathrm{M}_3$","","24-Cr-M3"
"181",24,"Cr","",NA,NA,NA,"M4",0.002,NA,"","","","","","","$\mathrm{M}_4$","","24-Cr-M4"
"182",24,"Cr","",NA,NA,NA,"M5",0.002,NA,"","","","","","","$\mathrm{M}_5$","","24-Cr-M5"
"183",25,"Mn","KM3",6.492,20.2,NA,"",NA,NA,"K","K","M","M3","Kb1","Kb","$\mathrm{K}\mathrm{M}_3$","$\mathrm{K}\beta_1$","25-Mn-KM3"
"184",25,"Mn","KL3",5.9,100,1.48,"",NA,NA,"K","K","L","L3","Ka1","Ka","$\mathrm{K}\mathrm{L}_3$","$\mathrm{K}\alpha_1$","25-Mn-KL3"
"185",25,"Mn","KL2",5.889,51.1,1.5,"",NA,NA,"K","K","L","L2","Ka2","Ka","$\mathrm{K}\mathrm{L}_2$","$\mathrm{K}\alpha_2$","25-Mn-KL2"
"186",25,"Mn","L3M5",0.637,100,NA,"",NA,NA,"L","L3","M","M5","La1","La","$\mathrm{L}_3\mathrm{M}_5$","$\mathrm{L}\alpha_1$","25-Mn-L3M5"
"187",25,"Mn","L3M4",0.637,11.4,NA,"",NA,NA,"L","L3","M","M4","La2","La","$\mathrm{L}_3\mathrm{M}_4$","$\mathrm{L}\alpha_2$","25-Mn-L3M4"
"188",25,"Mn","L2M4",0.648,44.7,NA,"",NA,NA,"L","L2","M","M4","Lb1","Lb","$\mathrm{L}_2\mathrm{M}_4$","$\mathrm{L}\beta_1$","25-Mn-L2M4"
"189",25,"Mn","L1M3",0.722,2.8,NA,"",NA,NA,"L","L1","M","M3","Lb3","Lb","$\mathrm{L}_1\mathrm{M}_3$","$\mathrm{L}\beta_3$","25-Mn-L1M3"
"190",25,"Mn","L1M2",0.722,1.5,NA,"",NA,NA,"L","L1","M","M2","Lb4","Lb","$\mathrm{L}_1\mathrm{M}_2$","$\mathrm{L}\beta_4$","25-Mn-L1M2"
"191",25,"Mn","L3N1",0.64,1.2,NA,"",NA,NA,"L","L3","N","N1","Lb6","Lb","$\mathrm{L}_3\mathrm{N}_1$","$\mathrm{L}\beta_6$","25-Mn-L3N1"
"192",25,"Mn","L2N1",0.649,0.5,NA,"",NA,NA,"L","L2","N","N1","Lg5","Lg","$\mathrm{L}_2\mathrm{N}_1$","$\mathrm{L}\gamma_5$","25-Mn-L2N1"
"193",25,"Mn","L3M1",0.556,13.2,NA,"",NA,NA,"L","L3","M","M1","Ll","Ll","$\mathrm{L}_3\mathrm{M}_1$","$\mathrm{L}\ell$","25-Mn-L3M1"
"194",25,"Mn","L2M1",0.568,5.1,NA,"",NA,NA,"L","L2","M","M1","Ln","Ln","$\mathrm{L}_2\mathrm{M}_1$","$\mathrm{L}\eta$","25-Mn-L2M1"
"195",25,"Mn","",NA,NA,NA,"K",6.539,0.308,"","","","","","","$\mathrm{K}$","","25-Mn-K"
"196",25,"Mn","",NA,NA,NA,"L1",0.769,0.00084,"","","","","","","$\mathrm{L}_1$","","25-Mn-L1"
"197",25,"Mn","",NA,NA,NA,"L2",0.65,0.005,"","","","","","","$\mathrm{L}_2$","","25-Mn-L2"
"198",25,"Mn","",NA,NA,NA,"L3",0.639,0.005,"","","","","","","$\mathrm{L}_3$","","25-Mn-L3"
"199",25,"Mn","",NA,NA,NA,"M1",0.082,NA,"","","","","","","$\mathrm{M}_1$","","25-Mn-M1"
"200",25,"Mn","",NA,NA,NA,"M2",0.047,NA,"","","","","","","$\mathrm{M}_2$","","25-Mn-M2"
"201",25,"Mn","",NA,NA,NA,"M3",0.047,NA,"","","","","","","$\mathrm{M}_3$","","25-Mn-M3"
"202",25,"Mn","",NA,NA,NA,"M4",0.002,NA,"","","","","","","$\mathrm{M}_4$","","25-Mn-M4"
"203",25,"Mn","",NA,NA,NA,"M5",0.002,NA,"","","","","","","$\mathrm{M}_5$","","25-Mn-M5"
"204",26,"Fe","KL3",6.405,100,1.61,"",NA,NA,"K","K","L","L3","Ka1","Ka","$\mathrm{K}\mathrm{L}_3$","$\mathrm{K}\alpha_1$","26-Fe-KL3"
"205",26,"Fe","KL2",6.392,51.2,1.62,"",NA,NA,"K","K","L","L2","Ka2","Ka","$\mathrm{K}\mathrm{L}_2$","$\mathrm{K}\alpha_2$","26-Fe-KL2"
"206",26,"Fe","KM3",7.059,20.3,NA,"",NA,NA,"K","K","M","M3","Kb1","Kb","$\mathrm{K}\mathrm{M}_3$","$\mathrm{K}\beta_1$","26-Fe-KM3"
"207",26,"Fe","L3M5",0.705,100,NA,"",NA,NA,"L","L3","M","M5","La1","La","$\mathrm{L}_3\mathrm{M}_5$","$\mathrm{L}\alpha_1$","26-Fe-L3M5"
"208",26,"Fe","L3M4",0.705,11.4,NA,"",NA,NA,"L","L3","M","M4","La2","La","$\mathrm{L}_3\mathrm{M}_4$","$\mathrm{L}\alpha_2$","26-Fe-L3M4"
"209",26,"Fe","L2M4",0.718,39.4,NA,"",NA,NA,"L","L2","M","M4","Lb1","Lb","$\mathrm{L}_2\mathrm{M}_4$","$\mathrm{L}\beta_1$","26-Fe-L2M4"
"210",26,"Fe","L1M3",0.792,2.5,NA,"",NA,NA,"L","L1","M","M3","Lb3","Lb","$\mathrm{L}_1\mathrm{M}_3$","$\mathrm{L}\beta_3$","26-Fe-L1M3"
"211",26,"Fe","L1M2",0.792,1.3,NA,"",NA,NA,"L","L1","M","M2","Lb4","Lb","$\mathrm{L}_1\mathrm{M}_2$","$\mathrm{L}\beta_4$","26-Fe-L1M2"
"212",26,"Fe","L3N1",0.708,0.9,NA,"",NA,NA,"L","L3","N","N1","Lb6","Lb","$\mathrm{L}_3\mathrm{N}_1$","$\mathrm{L}\beta_6$","26-Fe-L3N1"
"213",26,"Fe","L2N1",0.718,0.3,NA,"",NA,NA,"L","L2","N","N1","Lg5","Lg","$\mathrm{L}_2\mathrm{N}_1$","$\mathrm{L}\gamma_5$","26-Fe-L2N1"
"214",26,"Fe","L3M1",0.616,10.5,NA,"",NA,NA,"L","L3","M","M1","Ll","Ll","$\mathrm{L}_3\mathrm{M}_1$","$\mathrm{L}\ell$","26-Fe-L3M1"
"215",26,"Fe","L2M1",0.629,3.6,NA,"",NA,NA,"L","L2","M","M1","Ln","Ln","$\mathrm{L}_2\mathrm{M}_1$","$\mathrm{L}\eta$","26-Fe-L2M1"
"216",26,"Fe","",NA,NA,NA,"K",7.112,0.34,"","","","","","","$\mathrm{K}$","","26-Fe-K"
"217",26,"Fe","",NA,NA,NA,"L1",0.845,0.001,"","","","","","","$\mathrm{L}_1$","","26-Fe-L1"
"218",26,"Fe","",NA,NA,NA,"L2",0.72,0.0063,"","","","","","","$\mathrm{L}_2$","","26-Fe-L2"
"219",26,"Fe","",NA,NA,NA,"L3",0.707,0.0063,"","","","","","","$\mathrm{L}_3$","","26-Fe-L3"
"220",26,"Fe","",NA,NA,NA,"M1",0.091,NA,"","","","","","","$\mathrm{M}_1$","","26-Fe-M1"
"221",26,"Fe","",NA,NA,NA,"M2",0.053,NA,"","","","","","","$\mathrm{M}_2$","","26-Fe-M2"
"222",26,"Fe","",NA,NA,NA,"M3",0.053,NA,"","","","","","","$\mathrm{M}_3$","","26-Fe-M3"
"223",26,"Fe","",NA,NA,NA,"M4",0.002,NA,"","","","","","","$\mathrm{M}_4$","","26-Fe-M4"
"224",26,"Fe","",NA,NA,NA,"M5",0.002,NA,"","","","","","","$\mathrm{M}_5$","","26-Fe-M5"
"225",27,"Co","KM3",7.649,20.4,NA,"",NA,NA,"K","K","M","M3","Kb1","Kb","$\mathrm{K}\mathrm{M}_3$","$\mathrm{K}\beta_1$","27-Co-KM3"
"226",27,"Co","KL3",6.931,100,1.76,"",NA,NA,"K","K","L","L3","Ka1","Ka","$\mathrm{K}\mathrm{L}_3$","$\mathrm{K}\alpha_1$","27-Co-KL3"
"227",27,"Co","KL2",6.916,51.4,1.76,"",NA,NA,"K","K","L","L2","Ka2","Ka","$\mathrm{K}\mathrm{L}_2$","$\mathrm{K}\alpha_2$","27-Co-KL2"
"228",27,"Co","L3M5",0.775,100,NA,"",NA,NA,"L","L3","M","M5","La1","La","$\mathrm{L}_3\mathrm{M}_5$","$\mathrm{L}\alpha_1$","27-Co-L3M5"
"229",27,"Co","L3M4",0.775,11.5,NA,"",NA,NA,"L","L3","M","M4","La2","La","$\mathrm{L}_3\mathrm{M}_4$","$\mathrm{L}\alpha_2$","27-Co-L3M4"
"230",27,"Co","L2M4",0.79,38.2,NA,"",NA,NA,"L","L2","M","M4","Lb1","Lb","$\mathrm{L}_2\mathrm{M}_4$","$\mathrm{L}\beta_1$","27-Co-L2M4"
"231",27,"Co","L1M3",0.865,2.3,NA,"",NA,NA,"L","L1","M","M3","Lb3","Lb","$\mathrm{L}_1\mathrm{M}_3$","$\mathrm{L}\beta_3$","27-Co-L1M3"
"232",27,"Co","L1M2",0.866,1.2,NA,"",NA,NA,"L","L1","M","M2","Lb4","Lb","$\mathrm{L}_1\mathrm{M}_2$","$\mathrm{L}\beta_4$","27-Co-L1M2"
"233",27,"Co","L3N1",0.778,0.7,NA,"",NA,NA,"L","L3","N","N1","Lb6","Lb","$\mathrm{L}_3\mathrm{N}_1$","$\mathrm{L}\beta_6$","27-Co-L3N1"
"234",27,"Co","L2N1",0.791,0.2,NA,"",NA,NA,"L","L2","N","N1","Lg5","Lg","$\mathrm{L}_2\mathrm{N}_1$","$\mathrm{L}\gamma_5$","27-Co-L2N1"
"235",27,"Co","L3M1",0.677,8.8,NA,"",NA,NA,"L","L3","M","M1","Ll","Ll","$\mathrm{L}_3\mathrm{M}_1$","$\mathrm{L}\ell$","27-Co-L3M1"
"236",27,"Co","L2M1",0.692,2.9,NA,"",NA,NA,"L","L2","M","M1","Ln","Ln","$\mathrm{L}_2\mathrm{M}_1$","$\mathrm{L}\eta$","27-Co-L2M1"
"237",27,"Co","",NA,NA,NA,"K",7.709,0.373,"","","","","","","$\mathrm{K}$","","27-Co-K"
"238",27,"Co","",NA,NA,NA,"L1",0.925,0.0012,"","","","","","","$\mathrm{L}_1$","","27-Co-L1"
"239",27,"Co","",NA,NA,NA,"L2",0.793,0.0077,"","","","","","","$\mathrm{L}_2$","","27-Co-L2"
"240",27,"Co","",NA,NA,NA,"L3",0.778,0.0077,"","","","","","","$\mathrm{L}_3$","","27-Co-L3"
"241",27,"Co","",NA,NA,NA,"M1",0.101,NA,"","","","","","","$\mathrm{M}_1$","","27-Co-M1"
"242",27,"Co","",NA,NA,NA,"M2",0.059,NA,"","","","","","","$\mathrm{M}_2$","","27-Co-M2"
"243",27,"Co","",NA,NA,NA,"M3",0.06,NA,"","","","","","","$\mathrm{M}_3$","","27-Co-M3"
"244",27,"Co","",NA,NA,NA,"M4",0.003,NA,"","","","","","","$\mathrm{M}_4$","","27-Co-M4"
"245",27,"Co","",NA,NA,NA,"M5",0.003,NA,"","","","","","","$\mathrm{M}_5$","","27-Co-M5"
"246",28,"Ni","KM3",8.267,20.5,NA,"",NA,NA,"K","K","M","M3","Kb1","Kb","$\mathrm{K}\mathrm{M}_3$","$\mathrm{K}\beta_1$","28-Ni-KM3"
"247",28,"Ni","KL3",7.48,100,1.94,"",NA,NA,"K","K","L","L3","Ka1","Ka","$\mathrm{K}\mathrm{L}_3$","$\mathrm{K}\alpha_1$","28-Ni-KL3"
"248",28,"Ni","KL2",7.463,51.5,1.96,"",NA,NA,"K","K","L","L2","Ka2","Ka","$\mathrm{K}\mathrm{L}_2$","$\mathrm{K}\alpha_2$","28-Ni-KL2"
"249",28,"Ni","L3M5",0.849,100,NA,"",NA,NA,"L","L3","M","M5","La1","La","$\mathrm{L}_3\mathrm{M}_5$","$\mathrm{L}\alpha_1$","28-Ni-L3M5"
"250",28,"Ni","L3M4",0.849,11.5,NA,"",NA,NA,"L","L3","M","M4","La2","La","$\mathrm{L}_3\mathrm{M}_4$","$\mathrm{L}\alpha_2$","28-Ni-L3M4"
"251",28,"Ni","L2M4",0.866,35.4,NA,"",NA,NA,"L","L2","M","M4","Lb1","Lb","$\mathrm{L}_2\mathrm{M}_4$","$\mathrm{L}\beta_1$","28-Ni-L2M4"
"252",28,"Ni","L1M3",0.942,2.1,NA,"",NA,NA,"L","L1","M","M3","Lb3","Lb","$\mathrm{L}_1\mathrm{M}_3$","$\mathrm{L}\beta_3$","28-Ni-L1M3"
"253",28,"Ni","L1M2",0.941,1.2,NA,"",NA,NA,"L","L1","M","M2","Lb4","Lb","$\mathrm{L}_1\mathrm{M}_2$","$\mathrm{L}\beta_4$","28-Ni-L1M2"
"254",28,"Ni","L3N1",0.854,0.6,NA,"",NA,NA,"L","L3","N","N1","Lb6","Lb","$\mathrm{L}_3\mathrm{N}_1$","$\mathrm{L}\beta_6$","28-Ni-L3N1"
"255",28,"Ni","L2N1",0.87,0.2,NA,"",NA,NA,"L","L2","N","N1","Lg5","Lg","$\mathrm{L}_2\mathrm{N}_1$","$\mathrm{L}\gamma_5$","28-Ni-L2N1"
"256",28,"Ni","L3M1",0.742,7.5,NA,"",NA,NA,"L","L3","M","M1","Ll","Ll","$\mathrm{L}_3\mathrm{M}_1$","$\mathrm{L}\ell$","28-Ni-L3M1"
"257",28,"Ni","L2M1",0.759,2.3,NA,"",NA,NA,"L","L2","M","M1","Ln","Ln","$\mathrm{L}_2\mathrm{M}_1$","$\mathrm{L}\eta$","28-Ni-L2M1"
"258",28,"Ni","",NA,NA,NA,"K",8.333,0.406,"","","","","","","$\mathrm{K}$","","28-Ni-K"
"259",28,"Ni","",NA,NA,NA,"L1",1.009,0.0014,"","","","","","","$\mathrm{L}_1$","","28-Ni-L1"
"260",28,"Ni","",NA,NA,NA,"L2",0.87,0.0086,"","","","","","","$\mathrm{L}_2$","","28-Ni-L2"
"261",28,"Ni","",NA,NA,NA,"L3",0.853,0.0093,"","","","","","","$\mathrm{L}_3$","","28-Ni-L3"
"262",28,"Ni","",NA,NA,NA,"M1",0.111,NA,"","","","","","","$\mathrm{M}_1$","","28-Ni-M1"
"263",28,"Ni","",NA,NA,NA,"M2",0.068,NA,"","","","","","","$\mathrm{M}_2$","","28-Ni-M2"
"264",28,"Ni","",NA,NA,NA,"M3",0.066,NA,"","","","","","","$\mathrm{M}_3$","","28-Ni-M3"
"265",28,"Ni","",NA,NA,NA,"M4",0.004,NA,"","","","","","","$\mathrm{M}_4$","","28-Ni-M4"
"266",28,"Ni","",NA,NA,NA,"M5",0.004,NA,"","","","","","","$\mathrm{M}_5$","","28-Ni-M5"
"267",29,"Cu","KM3",8.904,20.3,NA,"",NA,NA,"K","K","M","M3","Kb1","Kb","$\mathrm{K}\mathrm{M}_3$","$\mathrm{K}\beta_1$","29-Cu-KM3"
"268",29,"Cu","KL3",8.046,100,2.11,"",NA,NA,"K","K","L","L3","Ka1","Ka","$\mathrm{K}\mathrm{L}_3$","$\mathrm{K}\alpha_1$","29-Cu-KL3"
"269",29,"Cu","KL2",8.027,51.7,2.17,"",NA,NA,"K","K","L","L2","Ka2","Ka","$\mathrm{K}\mathrm{L}_2$","$\mathrm{K}\alpha_2$","29-Cu-KL2"
"270",29,"Cu","L3M5",0.928,100,NA,"",NA,NA,"L","L3","M","M5","La1","La","$\mathrm{L}_3\mathrm{M}_5$","$\mathrm{L}\alpha_1$","29-Cu-L3M5"
"271",29,"Cu","L3M4",0.928,11.5,NA,"",NA,NA,"L","L3","M","M4","La2","La","$\mathrm{L}_3\mathrm{M}_4$","$\mathrm{L}\alpha_2$","29-Cu-L3M4"
"272",29,"Cu","L2M4",0.947,32.2,NA,"",NA,NA,"L","L2","M","M4","Lb1","Lb","$\mathrm{L}_2\mathrm{M}_4$","$\mathrm{L}\beta_1$","29-Cu-L2M4"
"273",29,"Cu","L1M3",1.022,2,NA,"",NA,NA,"L","L1","M","M3","Lb3","Lb","$\mathrm{L}_1\mathrm{M}_3$","$\mathrm{L}\beta_3$","29-Cu-L1M3"
"274",29,"Cu","L1M2",1.019,1.1,NA,"",NA,NA,"L","L1","M","M2","Lb4","Lb","$\mathrm{L}_1\mathrm{M}_2$","$\mathrm{L}\beta_4$","29-Cu-L1M2"
"275",29,"Cu","L3N1",0.931,0.6,NA,"",NA,NA,"L","L3","N","N1","Lb6","Lb","$\mathrm{L}_3\mathrm{N}_1$","$\mathrm{L}\beta_6$","29-Cu-L3N1"
"276",29,"Cu","L2N1",0.953,0.1,NA,"",NA,NA,"L","L2","N","N1","Lg5","Lg","$\mathrm{L}_2\mathrm{N}_1$","$\mathrm{L}\gamma_5$","29-Cu-L2N1"
"277",29,"Cu","L3M1",0.81,6.4,NA,"",NA,NA,"L","L3","M","M1","Ll","Ll","$\mathrm{L}_3\mathrm{M}_1$","$\mathrm{L}\ell$","29-Cu-L3M1"
"278",29,"Cu","L2M1",0.83,1.7,NA,"",NA,NA,"L","L2","M","M1","Ln","Ln","$\mathrm{L}_2\mathrm{M}_1$","$\mathrm{L}\eta$","29-Cu-L2M1"
"279",29,"Cu","",NA,NA,NA,"K",8.979,0.44,"","","","","","","$\mathrm{K}$","","29-Cu-K"
"280",29,"Cu","",NA,NA,NA,"L1",1.097,0.0016,"","","","","","","$\mathrm{L}_1$","","29-Cu-L1"
"281",29,"Cu","",NA,NA,NA,"L2",0.952,0.01,"","","","","","","$\mathrm{L}_2$","","29-Cu-L2"
"282",29,"Cu","",NA,NA,NA,"L3",0.933,0.011,"","","","","","","$\mathrm{L}_3$","","29-Cu-L3"
"283",29,"Cu","",NA,NA,NA,"M1",0.123,NA,"","","","","","","$\mathrm{M}_1$","","29-Cu-M1"
"284",29,"Cu","",NA,NA,NA,"M2",0.077,NA,"","","","","","","$\mathrm{M}_2$","","29-Cu-M2"
"285",29,"Cu","",NA,NA,NA,"M3",0.075,NA,"","","","","","","$\mathrm{M}_3$","","29-Cu-M3"
"286",29,"Cu","",NA,NA,NA,"M4",0.005,NA,"","","","","","","$\mathrm{M}_4$","","29-Cu-M4"
"287",29,"Cu","",NA,NA,NA,"M5",0.005,NA,"","","","","","","$\mathrm{M}_5$","","29-Cu-M5"
"288",30,"Zn","KM3",9.57,20.8,NA,"",NA,NA,"K","K","M","M3","Kb1","Kb","$\mathrm{K}\mathrm{M}_3$","$\mathrm{K}\beta_1$","30-Zn-KM3"
"289",30,"Zn","KL3",8.637,100,2.32,"",NA,NA,"K","K","L","L3","Ka1","Ka","$\mathrm{K}\mathrm{L}_3$","$\mathrm{K}\alpha_1$","30-Zn-KL3"
"290",30,"Zn","KL2",8.614,51.8,2.39,"",NA,NA,"K","K","L","L2","Ka2","Ka","$\mathrm{K}\mathrm{L}_2$","$\mathrm{K}\alpha_2$","30-Zn-KL2"
"291",30,"Zn","L3M5",1.012,100,NA,"",NA,NA,"L","L3","M","M5","La1","La","$\mathrm{L}_3\mathrm{M}_5$","$\mathrm{L}\alpha_1$","30-Zn-L3M5"
"292",30,"Zn","L3M4",1.012,11.4,NA,"",NA,NA,"L","L3","M","M4","La2","La","$\mathrm{L}_3\mathrm{M}_4$","$\mathrm{L}\alpha_2$","30-Zn-L3M4"
"293",30,"Zn","L2M4",1.035,55.3,NA,"",NA,NA,"L","L2","M","M4","Lb1","Lb","$\mathrm{L}_2\mathrm{M}_4$","$\mathrm{L}\beta_1$","30-Zn-L2M4"
"294",30,"Zn","L1M3",1.108,2.3,NA,"",NA,NA,"L","L1","M","M3","Lb3","Lb","$\mathrm{L}_1\mathrm{M}_3$","$\mathrm{L}\beta_3$","30-Zn-L1M3"
"295",30,"Zn","L1M2",1.105,1.2,NA,"",NA,NA,"L","L1","M","M2","Lb4","Lb","$\mathrm{L}_1\mathrm{M}_2$","$\mathrm{L}\beta_4$","30-Zn-L1M2"
"296",30,"Zn","L3N1",1.02,0.6,NA,"",NA,NA,"L","L3","N","N1","Lb6","Lb","$\mathrm{L}_3\mathrm{N}_1$","$\mathrm{L}\beta_6$","30-Zn-L3N1"
"297",30,"Zn","L2N1",1.039,0.2,NA,"",NA,NA,"L","L2","N","N1","Lg5","Lg","$\mathrm{L}_2\mathrm{N}_1$","$\mathrm{L}\gamma_5$","30-Zn-L2N1"
"298",30,"Zn","L3M1",0.882,5.9,NA,"",NA,NA,"L","L3","M","M1","Ll","Ll","$\mathrm{L}_3\mathrm{M}_1$","$\mathrm{L}\ell$","30-Zn-L3M1"
"299",30,"Zn","L2M1",0.905,2.7,NA,"",NA,NA,"L","L2","M","M1","Ln","Ln","$\mathrm{L}_2\mathrm{M}_1$","$\mathrm{L}\eta$","30-Zn-L2M1"
"300",30,"Zn","",NA,NA,NA,"K",9.659,0.474,"","","","","","","$\mathrm{K}$","","30-Zn-K"
"301",30,"Zn","",NA,NA,NA,"L1",1.196,0.0018,"","","","","","","$\mathrm{L}_1$","","30-Zn-L1"
"302",30,"Zn","",NA,NA,NA,"L2",1.045,0.011,"","","","","","","$\mathrm{L}_2$","","30-Zn-L2"
"303",30,"Zn","",NA,NA,NA,"L3",1.022,0.012,"","","","","","","$\mathrm{L}_3$","","30-Zn-L3"
"304",30,"Zn","",NA,NA,NA,"M1",0.14,NA,"","","","","","","$\mathrm{M}_1$","","30-Zn-M1"
"305",30,"Zn","",NA,NA,NA,"M2",0.091,NA,"","","","","","","$\mathrm{M}_2$","","30-Zn-M2"
"306",30,"Zn","",NA,NA,NA,"M3",0.089,NA,"","","","","","","$\mathrm{M}_3$","","30-Zn-M3"
"307",30,"Zn","",NA,NA,NA,"M4",0.01,NA,"","","","","","","$\mathrm{M}_4$","","30-Zn-M4"
"308",30,"Zn","",NA,NA,NA,"M5",0.01,NA,"","","","","","","$\mathrm{M}_5$","","30-Zn-M5"
"309",31,"Ga","KL3",9.251,100,2.59,"",NA,NA,"K","K","L","L3","Ka1","Ka","$\mathrm{K}\mathrm{L}_3$","$\mathrm{K}\alpha_1$","31-Ga-KL3"
"310",31,"Ga","KL2",9.224,52,2.66,"",NA,NA,"K","K","L","L2","Ka2","Ka","$\mathrm{K}\mathrm{L}_2$","$\mathrm{K}\alpha_2$","31-Ga-KL2"
"311",31,"Ga","KM3",10.267,21.3,NA,"",NA,NA,"K","K","M","M3","Kb1","Kb","$\mathrm{K}\mathrm{M}_3$","$\mathrm{K}\beta_1$","31-Ga-KM3"
"312",31,"Ga","KN2,3",10.366,NA,NA,"",NA,NA,"K","K","N","N2,3","Kb2","Kb","$\mathrm{K}\mathrm{N}_{2,3}$","$\mathrm{K}\beta_2$","31-Ga-KN2,3"
"313",31,"Ga","L3M5",1.098,100,NA,"",NA,NA,"L","L3","M","M5","La1","La","$\mathrm{L}_3\mathrm{M}_5$","$\mathrm{L}\alpha_1$","31-Ga-L3M5"
"314",31,"Ga","L3M4",1.098,11.4,NA,"",NA,NA,"L","L3","M","M4","La2","La","$\mathrm{L}_3\mathrm{M}_4$","$\mathrm{L}\alpha_2$","31-Ga-L3M4"
"315",31,"Ga","L2M4",1.125,71.5,NA,"",NA,NA,"L","L2","M","M4","Lb1","Lb","$\mathrm{L}_2\mathrm{M}_4$","$\mathrm{L}\beta_1$","31-Ga-L2M4"
"316",31,"Ga","L1M3",1.199,2.7,NA,"",NA,NA,"L","L1","M","M3","Lb3","Lb","$\mathrm{L}_1\mathrm{M}_3$","$\mathrm{L}\beta_3$","31-Ga-L1M3"
"317",31,"Ga","L1M2",1.196,1.5,NA,"",NA,NA,"L","L1","M","M2","Lb4","Lb","$\mathrm{L}_1\mathrm{M}_2$","$\mathrm{L}\beta_4$","31-Ga-L1M2"
"318",31,"Ga","L3N1",1.115,0.5,NA,"",NA,NA,"L","L3","N","N1","Lb6","Lb","$\mathrm{L}_3\mathrm{N}_1$","$\mathrm{L}\beta_6$","31-Ga-L3N1"
"319",31,"Ga","L2N1",1.13,0.3,NA,"",NA,NA,"L","L2","N","N1","Lg5","Lg","$\mathrm{L}_2\mathrm{N}_1$","$\mathrm{L}\gamma_5$","31-Ga-L2N1"
"320",31,"Ga","L3M1",0.957,5.4,NA,"",NA,NA,"L","L3","M","M1","Ll","Ll","$\mathrm{L}_3\mathrm{M}_1$","$\mathrm{L}\ell$","31-Ga-L3M1"
"321",31,"Ga","L2M1",0.984,3.2,NA,"",NA,NA,"L","L2","M","M1","Ln","Ln","$\mathrm{L}_2\mathrm{M}_1$","$\mathrm{L}\eta$","31-Ga-L2M1"
"322",31,"Ga","",NA,NA,NA,"K",10.367,0.507,"","","","","","","$\mathrm{K}$","","31-Ga-K"
"323",31,"Ga","",NA,NA,NA,"L1",1.299,0.0021,"","","","","","","$\mathrm{L}_1$","","31-Ga-L1"
"324",31,"Ga","",NA,NA,NA,"L2",1.143,0.012,"","","","","","","$\mathrm{L}_2$","","31-Ga-L2"
"325",31,"Ga","",NA,NA,NA,"L3",1.116,0.013,"","","","","","","$\mathrm{L}_3$","","31-Ga-L3"
"326",31,"Ga","",NA,NA,NA,"M1",0.16,NA,"","","","","","","$\mathrm{M}_1$","","31-Ga-M1"
"327",31,"Ga","",NA,NA,NA,"M2",0.104,NA,"","","","","","","$\mathrm{M}_2$","","31-Ga-M2"
"328",31,"Ga","",NA,NA,NA,"M3",0.1,NA,"","","","","","","$\mathrm{M}_3$","","31-Ga-M3"
"329",31,"Ga","",NA,NA,NA,"M4",0.019,NA,"","","","","","","$\mathrm{M}_4$","","31-Ga-M4"
"330",31,"Ga","",NA,NA,NA,"M5",0.019,NA,"","","","","","","$\mathrm{M}_5$","","31-Ga-M5"
"331",31,"Ga","",NA,NA,NA,"N1",0.001,NA,"","","","","","","$\mathrm{N}_1$","","31-Ga-N1"
"332",32,"Ge","KN2,3",11.101,NA,NA,"",NA,NA,"K","K","N","N2,3","Kb2","Kb","$\mathrm{K}\mathrm{N}_{2,3}$","$\mathrm{K}\beta_2$","32-Ge-KN2,3"
"333",32,"Ge","KM3",10.982,21.8,NA,"",NA,NA,"K","K","M","M3","Kb1","Kb","$\mathrm{K}\mathrm{M}_3$","$\mathrm{K}\beta_1$","32-Ge-KM3"
"334",32,"Ge","KM2",10.978,NA,NA,"",NA,NA,"K","K","M","M2","Kb3","Kb","$\mathrm{K}\mathrm{M}_2$","$\mathrm{K}\beta_3$","32-Ge-KM2"
